,words,letter,diversity,ranking
3051,noclo,ncol,0.8,0.3086297071129707
2901,motor,trom,0.8,0.3086297071129707
16,colon,ncol,0.8,0.3086297071129707
1245,colon,ncol,0.8,0.3086297071129707
4360,tormo,mrto,0.8,0.3086297071129707
2553,lipes,espli,1.0,0.30857740585774057
2074,guido,gdiuo,1.0,0.30831589958159
751,braza,zbra,0.8,0.30831589958158995
610,bazar,zbra,0.8,0.30831589958158995
4706,zabra,zbra,0.8,0.30831589958158995
588,barza,zbra,0.8,0.30831589958158995
1033,cepti,epcit,1.0,0.3082635983263598
3218,pajar,rpaj,0.8,0.3082112970711297
2456,lauda,udal,0.8,0.3082112970711297
268,aluda,udal,0.8,0.3082112970711297
143,adula,uald,0.8,0.3082112970711297
1132,chufa,fchua,1.0,0.3082112970711297
4625,visto,vsito,1.0,0.3080543933054394
3612,quiza,zqiua,1.0,0.3080543933054393
1472,dello,elod,0.8,0.3079497907949791
1115,chofe,efcho,1.0,0.3079497907949791
1721,fecho,efcho,1.0,0.3079497907949791
306,anamu,unam,0.8,0.30789748953974894
843,cacea,eac,0.6,0.3078451882845188
3974,serie,eris,0.8,0.30779288702928875
1955,gilvo,vglio,1.0,0.3077928870292887
675,bizco,zbcio,1.0,0.3076359832635983
3646,rapaz,zrap,0.8,0.3076359832635983
3004,nemeo,enom,0.8,0.3076359832635983
2765,meneo,enom,0.8,0.3076359832635983
4733,zapar,zrap,0.8,0.3076359832635983
4738,zarpa,zrap,0.8,0.3076359832635983
3005,nemon,enom,0.8,0.3076359832635983
3523,praza,zrpa,0.8,0.3076359832635983
749,brava,brav,0.8,0.3075313807531381
1042,cerne,enrc,0.8,0.30732217573221754
4742,zegri,ezgri,1.0,0.30726987447698745
4701,yunga,yguna,1.0,0.30726987447698745
2653,macua,uacm,0.8,0.30726987447698745
4111,sumir,srmiu,1.0,0.3072175732217573
731,borto,brto,0.8,0.30711297071129706
737,botor,brto,0.8,0.30711297071129706
772,broto,brto,0.8,0.30711297071129706
3770,robot,brto,0.8,0.30711297071129706
498,ayate,eyat,0.8,0.3070606694560669
4119,sutas,uats,0.8,0.30695606694560673
3442,pizco,zpcio,1.0,0.30695606694560673
4044,sogun,sguno,1.0,0.3069037656903766
3283,parva,rpav,0.8,0.30685146443514644
4346,toqui,qiuto,1.0,0.30685146443514644
3610,quito,qiuto,1.0,0.30685146443514644
3111,oeste,etos,0.8,0.3066945606694561
1648,estos,etos,0.8,0.3066945606694561
4245,teoso,etos,0.8,0.3066945606694561
2055,guala,ugal,0.8,0.30669456066945605
4480,ulaga,ugal,0.8,0.30669456066945605
1909,galua,ugal,0.8,0.30669456066945605
2421,lagua,ugal,0.8,0.30669456066945605
4424,tropo,rtop,0.8,0.3064330543933055
3516,potro,rpto,0.8,0.3064330543933055
1589,elego,egol,0.8,0.3064330543933054
2120,harda,rahd,0.8,0.30638075313807533
2108,hadar,rahd,0.8,0.30638075313807533
3043,nivel,evlin,1.0,0.3063284518828452
1146,chuza,zchua,1.0,0.30622384937238495
1074,chauz,zchua,1.0,0.30622384937238495
1787,flash,fslha,1.0,0.3061192468619247
3725,retel,ertl,0.8,0.3059623430962343
1821,fonje,efjno,1.0,0.30596234309623427
976,cauba,uacb,0.8,0.3057531380753138
1348,cuaba,uacb,0.8,0.3057531380753138
1494,dicho,cdhio,1.0,0.30570083682008364
4089,subir,sbriu,1.0,0.30570083682008364
904,canga,gnac,0.8,0.30564853556485355
2698,manta,natm,0.8,0.30549163179916317
3347,pepon,enpo,0.8,0.305439330543933
1144,chuva,vchua,1.0,0.305439330543933
3344,penon,enpo,0.8,0.305439330543933
2403,kurdo,rdkuo,1.0,0.30533472803347284
1698,farda,frad,0.8,0.30517782426778245
1697,farad,frad,0.8,0.30517782426778245
1838,frada,frad,0.8,0.30517782426778245
3897,salma,amls,0.8,0.3051778242677824
1568,duplo,plduo,1.0,0.3051778242677824
1143,chuto,chuto,1.0,0.30502092050209206
802,buhio,bhiuo,1.0,0.30491631799163177
1389,cumbo,bcmuo,1.0,0.30491631799163177
1269,copeo,epco,0.8,0.3048117154811716
1268,copec,epco,0.8,0.3048117154811716
661,bimba,bami,0.8,0.30475941422594144
2678,mambi,bami,0.8,0.30475941422594144
286,amiba,bami,0.8,0.30475941422594144
828,busto,sbuto,1.0,0.30460251046025105
2920,mugre,egrmu,1.0,0.3045502092050209
2340,jijeo,eoji,0.8,0.3043933054393305
2625,lumen,emlun,1.0,0.3043933054393305
2385,junza,zjuna,1.0,0.3042364016736402
2382,junir,rjiun,1.0,0.30413179916317995
496,axila,xali,0.8,0.3041317991631799
495,axial,xali,0.8,0.3041317991631799
4767,zuiza,zuai,0.8,0.3040794979079498
1062,chala,hcla,0.8,0.3040794979079498
2411,lacha,hacl,0.8,0.3040794979079498
3693,rehus,esrhu,1.0,0.30402719665271966
597,batan,bnat,0.8,0.3039748953974895
1390,cumel,ecmlu,1.0,0.30376569037656903
2311,jarda,rajd,0.8,0.30376569037656903
1317,coxis,scxio,1.0,0.30371338912133894
2098,habiz,zbhia,1.0,0.30371338912133894
1927,garfa,rgaf,0.8,0.30366108786610885
1896,gafar,rfga,0.8,0.3036610878661088
1840,fraga,fgra,0.8,0.3036610878661088
24,fraga,fgra,0.8,0.3036610878661088
556,balsa,bals,0.8,0.3036610878661088
4139,taifa,fati,0.8,0.3036610878661088
589,basal,bals,0.8,0.3036610878661088
4134,tafia,fati,0.8,0.3036610878661088
1761,figon,fgino,1.0,0.30360878661087864
4771,zunir,zriun,1.0,0.30355648535564855
718,boque,ebquo,1.0,0.3035564853556485
1693,fanal,fnal,0.8,0.3035041841004184
3294,patan,tpan,0.8,0.30329497907949793
2364,joven,evjno,1.0,0.30319037656903763
2384,junto,junto,1.0,0.30303347280334725
4456,tunjo,junto,1.0,0.30303347280334725
3901,salpa,apls,0.8,0.3029811715481171
4289,tinge,egint,1.0,0.302928870292887
1682,falca,facl,0.8,0.3028765690376569
2365,joyel,eyljo,1.0,0.30282426778242677
1098,chine,echin,1.0,0.30271966527196653
2000,graja,graj,0.8,0.30224895397489543
790,bucle,ebclu,1.0,0.3022489539748954
1201,clube,ebclu,1.0,0.3022489539748954
5,arras,ras,0.6,0.3021966527196652
3650,rasar,ras,0.6,0.3021966527196652
422,arras,ras,0.6,0.3021966527196652
376,arasa,ras,0.6,0.3021966527196652
4057,sonio,inos,0.8,0.3021443514644352
4032,sison,inos,0.8,0.3021443514644352
1537,dotor,rtod,0.8,0.3019874476987448
4353,tordo,rtod,0.8,0.3019874476987448
2734,mayar,ryam,0.8,0.3017259414225941
1935,garza,zrga,0.8,0.301673640167364
165,agraz,zrga,0.8,0.301673640167364
1639,espin,espin,1.0,0.3016213389121339
1396,cuple,epclu,1.0,0.30156903765690374
1179,cisco,ocsi,0.8,0.30151673640167365
2436,lanza,znal,0.8,0.30151673640167365
4041,socio,icos,0.8,0.30151673640167365
2287,jacal,acjl,0.8,0.3014644351464435
3699,rejus,esrju,1.0,0.30141213389121335
2973,nandu,unad,0.8,0.301255230125523
2369,judas,sdjua,1.0,0.301255230125523
2804,millo,omli,0.8,0.30109832635983264
3109,odeon,enod,0.8,0.3009937238493724
1526,doneo,enod,0.8,0.3009937238493724
3142,ondeo,enod,0.8,0.3009937238493724
1525,donde,enod,0.8,0.3009937238493724
2013,grava,grav,0.8,0.30088912133891216
4546,varga,rgav,0.8,0.30088912133891216
486,avati,tavi,0.8,0.30088912133891216
4525,vagar,rgav,0.8,0.30088912133891216
887,calza,zacl,0.8,0.30088912133891216
2904,moxte,emxto,1.0,0.3008891213389121
2186,honor,nrho,0.8,0.3008891213389121
2194,horno,nrho,0.8,0.3008891213389121
1406,curre,eurc,0.8,0.30078451882845186
1342,cruce,eurc,0.8,0.30078451882845186
2992,naval,navl,0.8,0.30073221757322177
979,cauda,uacd,0.8,0.30062761506276153
3400,pilme,epmli,1.0,0.3005753138075314
4357,torgo,grto,0.8,0.30047071129707115
2740,meaja,eamj,0.8,0.3004707112970711
2929,mundo,mduno,1.0,0.300418410041841
1222,codeo,ecod,0.8,0.3003661087866109
4327,tolon,ntol,0.8,0.30031380753138076
3774,rocho,hrco,0.8,0.30026150627615067
1122,choro,rhco,0.8,0.30026150627615067
2191,horco,crho,0.8,0.3002615062761506
1191,clava,vacl,0.8,0.3001046025104602
885,calva,vacl,0.8,0.3001046025104602
4066,sorbo,bros,0.8,0.2998430962343096
2219,huido,dhiuo,1.0,0.2997907949790795
2963,nagua,guna,0.8,0.29973849372384936
1828,forno,fnro,0.8,0.2996861924686193
288,amida,amdi,0.8,0.2996338912133891
2255,imada,amdi,0.8,0.2996338912133891
1661,eubeo,euob,0.8,0.299581589958159
2514,libio,boli,0.8,0.299581589958159
4668,yapar,ryap,0.8,0.2995292887029289
3311,payar,rypa,0.8,0.29952928870292883
1580,egeno,egno,0.8,0.29947698744769874
3006,nengo,egno,0.8,0.29947698744769874
2216,huevo,evhuo,1.0,0.2992677824267782
4064,sopor,rpos,0.8,0.299163179916318
2050,guaca,ugac,0.8,0.2991108786610879
2034,grisu,sgriu,1.0,0.29905857740585773
3726,reten,enrt,0.8,0.2990062761506276
4250,terne,enrt,0.8,0.2990062761506276
1606,entre,enrt,0.8,0.2990062761506276
4238,tener,enrt,0.8,0.2990062761506276
2684,mamut,uatm,0.8,0.2989539748953975
2946,mutua,uatm,0.8,0.2989539748953975
74,abeja,ebaj,0.8,0.2989539748953975
190,ajebe,ebaj,0.8,0.2989539748953975
3485,polio,poli,0.8,0.29890167364016734
1797,flexo,eflxo,1.0,0.29890167364016734
3399,pillo,poli,0.8,0.29890167364016734
1444,danta,natd,0.8,0.29884937238493725
4172,tanda,natd,0.8,0.29884937238493725
4374,totem,emto,0.8,0.29869246861924686
3587,quedo,edquo,1.0,0.2984309623430962
1056,cetre,etrc,0.8,0.2983786610878661
4396,trece,ecrt,0.8,0.2983786610878661
3219,pajea,epaj,0.8,0.29827405857740585
3313,peaje,epaj,0.8,0.29827405857740585
634,berbi,ebri,0.8,0.29827405857740585
3909,saman,nams,0.8,0.2982217573221757
2223,hulla,uahl,0.8,0.2981694560669456
67,abadi,badi,0.8,0.29811715481171547
289,amiga,gami,0.8,0.29811715481171547
157,agami,gami,0.8,0.29811715481171547
536,baida,badi,0.8,0.29811715481171547
2660,magia,gami,0.8,0.29811715481171547
2092,gusto,sguto,1.0,0.2979602510460251
3439,pivot,vpito,1.0,0.2978556485355649
4769,zumba,zbmua,1.0,0.29780334728033475
3824,rozno,znro,0.8,0.29769874476987446
3825,rozon,znro,0.8,0.29769874476987446
2358,jorco,croj,0.8,0.29764644351464437
3373,piada,padi,0.8,0.29743723849372383
1922,ganta,tgan,0.8,0.2973326359832636
4174,tanga,gnat,0.8,0.2973326359832636
2371,judio,djiuo,1.0,0.2971757322175732
4217,tebeo,ebto,0.8,0.2971757322175732
2102,hacan,cnah,0.8,0.2971234309623431
1065,chana,nhca,0.8,0.29712343096234306
309,ancha,hnac,0.8,0.29712343096234306
1564,dulce,ecldu,1.0,0.29712343096234306
1306,corzo,zrco,0.8,0.29707112970711297
3893,salga,gals,0.8,0.2970188284518829
1692,falua,faul,0.8,0.29696652719665273
1873,fulla,faul,0.8,0.29696652719665273
3491,pomez,ezpmo,1.0,0.29686192468619244
3306,pauta,utpa,0.8,0.29675732217573225
563,banas,bnas,0.8,0.2967050209205021
593,basna,bnas,0.8,0.2967050209205021
4448,tumbo,bmuto,1.0,0.2966004184100418
1882,fusco,fscuo,1.0,0.2965481171548117
1617,epoto,epto,0.8,0.2964958158995816
1304,corvo,rcov,0.8,0.2962866108786611
835,cabas,bacs,0.8,0.29607740585774056
591,basca,bacs,0.8,0.29607740585774056
3251,pansa,npas,0.8,0.2960251046025104
4631,viudo,vdiuo,1.0,0.29581589958158994
1968,gneis,esgin,1.0,0.2956589958158996
2077,guijo,gjiuo,1.0,0.2956589958158996
205,alaju,uajl,0.8,0.2955543933054393
2320,jaula,uajl,0.8,0.2955543933054393
965,caspa,acps,0.8,0.295397489539749
4121,suzon,szuno,1.0,0.29518828451882845
2394,karma,ramk,0.8,0.2951359832635983
4670,yarda,ryad,0.8,0.2950836820083682
3230,palma,paml,0.8,0.29497907949790797
4768,zulla,zual,0.8,0.29497907949790797
2427,lampa,paml,0.8,0.29497907949790797
2339,jijas,asji,0.8,0.2949790794979079
3885,sajia,iajs,0.8,0.2949790794979079
1729,femur,efrmu,1.0,0.29482217573221753
4069,sordo,rods,0.8,0.2947175732217573
2922,mujol,mljuo,1.0,0.2947175732217573
1532,dorso,rods,0.8,0.2947175732217573
4750,zolle,zole,0.8,0.2947175732217573
1459,debil,ebldi,1.0,0.29461297071129705
1711,fatal,fatl,0.8,0.29456066945606696
1689,falta,fatl,0.8,0.29456066945606696
1487,deudo,euod,0.8,0.2944560669456067
2524,lidio,doli,0.8,0.2944560669456067
2244,idolo,lodi,0.8,0.2944560669456067
4703,yunto,yunto,1.0,0.2943514644351465
1151,cicca,aci,0.6,0.2943514644351465
4521,uvula,uavl,0.8,0.2941945606694561
4656,vulva,uavl,0.8,0.2941945606694561
411,armar,ram,0.6,0.29419456066945604
2713,marra,ram,0.6,0.29419456066945604
2677,mamar,ram,0.6,0.29419456066945604
2812,minio,nomi,0.8,0.29414225941422595
2813,minon,nomi,0.8,0.29414225941422595
3027,nimio,nomi,0.8,0.29414225941422595
4645,voleo,evol,0.8,0.2939330543933054
4729,zanca,znac,0.8,0.2939330543933054
4562,vello,evol,0.8,0.2939330543933054
4657,vusco,vscuo,1.0,0.2937761506276151
1107,chite,echit,1.0,0.29377615062761503
3990,sexmo,esmxo,1.0,0.29361924686192464
3943,savia,iavs,0.8,0.29361924686192464
4672,yatai,yati,0.8,0.2935669456066946
1942,gayar,rgay,0.8,0.2935669456066946
4664,yaiti,yati,0.8,0.2935669456066946
1924,garay,rgay,0.8,0.2935669456066946
1254,comic,mcoi,0.8,0.29351464435146446
2921,mujer,ermju,1.0,0.29341004184100417
671,biste,esbit,1.0,0.2933577405857741
2041,groso,gros,0.8,0.2932008368200837
4033,sitio,itos,0.8,0.2932008368200837
4070,sorgo,gros,0.8,0.2932008368200837
1879,furor,fruo,0.8,0.29314853556485354
988,cavan,nacv,0.8,0.29314853556485354
2272,iride,erdi,0.8,0.29314853556485354
2530,ligio,goli,0.8,0.29293933054393306
4660,yacal,yacl,0.8,0.2927824267782427
4318,tocon,ncto,0.8,0.2927301255230126
1314,coton,tcon,0.8,0.2927301255230126
9,barba,bra,0.6,0.29267782426778244
586,barra,bra,0.6,0.29267782426778244
3431,piste,espit,1.0,0.29267782426778244
576,barba,bra,0.6,0.29267782426778244
2451,lataz,zatl,0.8,0.2925732217573222
1677,fajar,fraj,0.8,0.29252092050209205
2130,havar,rahv,0.8,0.29236401673640167
4527,vahar,hrav,0.8,0.29236401673640167
456,ataud,uatd,0.8,0.2923117154811716
4583,vermu,evrmu,1.0,0.2920502092050209
3264,parar,rpa,0.6,0.2919979079497908
418,arpar,rap,0.6,0.2919979079497908
3278,parra,rpa,0.6,0.2919979079497908
3256,papar,rpa,0.6,0.2919979079497908
3645,rapar,rap,0.6,0.2919979079497908
691,bocio,bcoi,0.8,0.2919979079497908
3417,pipon,npoi,0.8,0.29194560669456066
3035,nipon,npoi,0.8,0.29194560669456066
3583,puzol,zpluo,1.0,0.29194560669456066
4709,zafar,zfra,0.8,0.29194560669456066
3475,poino,npoi,0.8,0.29194560669456066
4713,zafra,zfra,0.8,0.29194560669456066
3409,pinon,npoi,0.8,0.29194560669456066
1783,fizon,fzino,1.0,0.29189330543933056
769,bromo,bmro,0.8,0.2918410041841004
3795,rombo,bmro,0.8,0.2918410041841004
2881,morbo,brom,0.8,0.2918410041841004
2680,mamey,eyam,0.8,0.29178870292887027
3167,orujo,uroj,0.8,0.2917364016736402
1110,chivo,vchio,1.0,0.29168410041841003
3690,regir,egri,0.8,0.29163179916317994
315,andas,nads,0.8,0.2915794979079498
3602,quimo,mqiuo,1.0,0.2915794979079498
2782,mesmo,eoms,0.8,0.29142259414225935
3986,sesmo,eoms,0.8,0.29142259414225935
1234,coipo,pcoi,0.8,0.29131799163179917
44,picio,pcoi,0.8,0.29131799163179917
2965,nahua,unah,0.8,0.29121338912133893
4745,zenit,ezint,1.0,0.2912133891213389
4309,tizne,ezint,1.0,0.2912133891213389
2918,mugir,grmiu,1.0,0.29105648535564854
160,agave,egav,0.8,0.29095188284518825
4137,tagua,ugat,0.8,0.2907949790794979
2065,guata,ugat,0.8,0.2907949790794979
1357,cucha,uhca,0.8,0.29058577405857744
2205,hucha,ucha,0.8,0.29058577405857744
1130,chuca,uhca,0.8,0.29058577405857744
848,cachu,huac,0.8,0.2905857740585774
2203,huaca,uahc,0.8,0.2905857740585774
4223,tegeo,egto,0.8,0.2905334728033473
1992,goteo,egto,0.8,0.2905334728033473
4295,tipoy,ypito,1.0,0.2905334728033473
4737,zarja,zraj,0.8,0.29053347280334724
3556,pudir,rpdiu,1.0,0.2903765690376569
1081,checo,ehco,0.8,0.2903242677824268
1215,coche,ehco,0.8,0.2903242677824268
2135,hecho,echo,0.8,0.29032426778242676
605,bausa,baus,0.8,0.2901673640167364
4560,velis,evsli,1.0,0.2901150627615063
719,boqui,bqiuo,1.0,0.2900627615062762
1920,gansa,gans,0.8,0.29006276150627613
1714,fauna,fnau,0.8,0.290010460251046
4120,sutil,sliut,1.0,0.2899581589958159
3093,obeso,ebos,0.8,0.28990585774058575
4035,sobeo,ebos,0.8,0.28990585774058575
2906,mucho,cmhuo,1.0,0.2897489539748954
3535,probo,rbpo,0.8,0.2896443514644351
3305,pausa,upas,0.8,0.2894874476987448
3077,nubil,bliun,1.0,0.2893828451882845
809,bulin,bliun,1.0,0.2893828451882845
3501,popes,epos,0.8,0.28922594142259417
3671,reble,ebrl,0.8,0.289173640167364
526,badal,bald,0.8,0.28901673640167364
549,balda,bdal,0.8,0.28901673640167364
2583,lloro,rol,0.6,0.28901673640167364
3793,rollo,rol,0.6,0.28901673640167364
4439,tudel,eldut,1.0,0.28880753138075316
1355,cubil,bcliu,1.0,0.288755230125523
4430,trozo,zrto,0.8,0.288755230125523
2367,juana,unaj,0.8,0.2885983263598326
3351,perle,erpl,0.8,0.2884937238493724
2189,hoque,eqhuo,1.0,0.28838912133891215
2659,mafia,fami,0.8,0.28838912133891215
1603,enojo,enoj,0.8,0.288336820083682
1887,fusto,fsuto,1.0,0.28823221757322176
1071,chata,thca,0.8,0.28817991631799167
4130,tacha,cath,0.8,0.28817991631799167
1862,fudre,efrdu,1.0,0.2881799163179916
534,bahai,bahi,0.8,0.2880753138075314
891,camba,bacm,0.8,0.2880753138075314
535,bahia,bahi,0.8,0.2880753138075314
4369,torvo,rtov,0.8,0.28797071129707114
4427,trovo,rtov,0.8,0.28797071129707114
594,basta,bats,0.8,0.2877615062761506
3059,nonez,ezno,0.8,0.2877615062761506
799,bufon,fbuno,1.0,0.28765690376569036
2962,nafta,fnat,0.8,0.2876046025104602
1140,chupo,pchuo,1.0,0.2875523012552301
3552,pucho,pchuo,1.0,0.2875523012552301
3623,radar,rad,0.6,0.2875523012552301
139,adrar,rad,0.6,0.2875523012552301
372,arada,rad,0.6,0.2875523012552301
2263,indio,nodi,0.8,0.2875
3019,nidio,nodi,0.8,0.2875
2837,mixto,mxito,1.0,0.2873953974895398
895,campa,acmp,0.8,0.2873953974895398
987,cauza,zuac,0.8,0.28739539748953974
997,cazuz,zuac,0.8,0.28739539748953974
2109,hafiz,fzhia,1.0,0.28734309623430965
1687,falsa,fals,0.8,0.2872907949790795
1822,foque,efquo,1.0,0.2871861924686192
3291,pasta,tpas,0.8,0.287081589958159
3296,patas,tpas,0.8,0.287081589958159
1134,chule,eclhu,1.0,0.28708158995815897
2610,luche,eclhu,1.0,0.28708158995815897
3387,piden,epdin,1.0,0.2869769874476988
2341,jimia,maji,0.8,0.28697698744769873
2292,jaima,maji,0.8,0.28697698744769873
2792,miaja,jami,0.8,0.28697698744769873
3075,noven,envo,0.8,0.28697698744769873
4696,yogui,ygiuo,1.0,0.28697698744769873
643,betun,ebunt,1.0,0.28697698744769873
829,buten,ebunt,1.0,0.28697698744769873
4705,yuyal,uyal,0.8,0.2868723849372385
537,baifa,bafi,0.8,0.2868723849372385
2390,justo,sjuto,1.0,0.2868200836820084
3445,plaga,gpal,0.8,0.2868200836820084
1958,giste,esgit,1.0,0.2867154811715481
682,blues,esblu,1.0,0.28666317991631796
4618,virus,vsriu,1.0,0.2865585774058577
4639,voceo,ecvo,0.8,0.28634937238493724
1225,coevo,ecov,0.8,0.28634937238493724
2368,jubon,bjuno,1.0,0.286244769874477
3391,pifia,fpai,0.8,0.28619246861924685
4146,taita,ati,0.6,0.2860355648535565
1933,garra,rga,0.6,0.2860355648535565
1772,fines,efsin,1.0,0.28593096234309623
2573,llana,nal,0.6,0.2858786610878661
994,cayan,yacn,0.8,0.285826359832636
3589,quejo,eqjuo,1.0,0.28577405857740584
832,buzon,zbuno,1.0,0.2856694560669456
4179,tanza,znat,0.8,0.28561715481171546
2291,jaiba,baji,0.8,0.2854602510460251
2336,jibia,baji,0.8,0.2854602510460251
3888,salaz,zals,0.8,0.2853033472803347
2570,llaca,acl,0.6,0.2852510460251046
869,calca,acl,0.6,0.2852510460251046
877,calla,acl,0.6,0.2852510460251046
111,aclla,acl,0.6,0.2852510460251046
723,bordo,brod,0.8,0.2851987447698745
2039,gromo,grmo,0.8,0.2851987447698745
4654,vulgo,vgluo,1.0,0.2851987447698745
4758,zoque,ezquo,1.0,0.28519874476987445
2862,molon,noml,0.8,0.2850418410041841
3575,punzo,zpuno,1.0,0.28498953974895397
647,biaza,zbai,0.8,0.28488493723849373
1767,filme,efmli,1.0,0.28488493723849373
1482,deseo,eods,0.8,0.28478033472803344
194,ajipa,ajpi,0.8,0.28478033472803344
3906,salva,avls,0.8,0.2845188284518828
2164,hilio,holi,0.8,0.28441422594142257
1244,colmo,mcol,0.8,0.28441422594142257
3443,pizza,zpai,0.8,0.2842050209205021
4079,sotol,tols,0.8,0.28410041841004186
4751,zombi,zbmio,1.0,0.2840481171548117
3682,redel,elrd,0.8,0.2840481171548117
4268,tibio,btoi,0.8,0.28368200836820084
3095,obito,btoi,0.8,0.28368200836820084
2688,manda,namd,0.8,0.2835774058577406
709,bolon,bnol,0.8,0.28352510460251046
2063,guasa,ugas,0.8,0.28352510460251046
1940,gauss,ugas,0.8,0.28352510460251046
1835,fosor,fros,0.8,0.2834728033472803
43,pavia,pavi,0.8,0.2834205020920502
3308,pavia,pavi,0.8,0.2834205020920502
3983,sesgo,egos,0.8,0.28326359832635983
1766,fillo,foli,0.8,0.2832112970711297
1813,folio,foli,0.8,0.2832112970711297
2743,mecer,ercm,0.8,0.28310669456066945
1555,ducho,cdhuo,1.0,0.28310669456066945
2148,herir,erhi,0.8,0.28310669456066945
4294,tipoi,ptoi,0.8,0.2830020920502092
3435,pitio,ptoi,0.8,0.2830020920502092
2397,kefir,efrki,1.0,0.2828451882845188
23,ester,erts,0.8,0.28279288702928873
1643,ester,erts,0.8,0.28279288702928873
2941,musgo,sgmuo,1.0,0.28268828451882844
1593,elite,etli,0.8,0.28253138075313805
1877,fundo,fduno,1.0,0.28253138075313805
2155,hevea,eahv,0.8,0.2824267782426778
2241,ictus,sciut,1.0,0.2823744769874477
1423,cutis,sciut,1.0,0.2823744769874477
560,bambu,baum,0.8,0.2821652719665272
567,banda,bnad,0.8,0.28206066945606695
527,badan,bnad,0.8,0.28206066945606695
3816,rosjo,jros,0.8,0.28206066945606695
2693,manga,gnam,0.8,0.28206066945606695
1722,feeza,efaz,0.8,0.2820083682008368
2154,heteo,etho,0.8,0.2820083682008368
3596,quien,eqiun,1.0,0.2819560669456067
3037,nique,eqiun,1.0,0.2819560669456067
1843,freir,efri,0.8,0.28190376569037656
1738,ferir,efri,0.8,0.28190376569037656
713,bombe,ebmo,0.8,0.28190376569037656
629,bembo,ebom,0.8,0.28190376569037656
2376,jujeo,euoj,0.8,0.2817991631799163
1432,daifa,fadi,0.8,0.2817468619246862
1295,corro,rco,0.6,0.28143305439330546
1285,corco,rco,0.6,0.28143305439330546
2110,haiga,gahi,0.8,0.28143305439330546
1337,croco,rco,0.6,0.28143305439330546
3244,panda,npad,0.8,0.2813807531380753
1034,cequi,ecqiu,1.0,0.28132845188284517
2771,mensu,esmun,1.0,0.2812238493723849
4748,zoilo,zoli,0.8,0.2812238493723849
1939,gatas,gats,0.8,0.2811192468619247
1327,crepe,ercp,0.8,0.2809100418410042
1578,efeto,efto,0.8,0.2808054393305439
1890,gaban,bgan,0.8,0.2805439330543933
3132,olivo,voli,0.8,0.28043933054393305
2248,ijada,ajdi,0.8,0.2803347280334728
3080,nuche,echun,1.0,0.2801255230125523
2089,gules,esglu,1.0,0.28002092050209204
3338,pelvi,evpli,1.0,0.2799163179916318
3247,panga,gnpa,0.8,0.2798640167364017
4166,tamba,batm,0.8,0.2797594142259414
4719,zaida,zadi,0.8,0.2797594142259414
2282,izada,zadi,0.8,0.2797594142259414
3180,osuno,unos,0.8,0.27955020920502094
4498,unoso,unos,0.8,0.27955020920502094
1585,ejote,etoj,0.8,0.27939330543933055
3122,ojete,etoj,0.8,0.27939330543933055
4002,sifue,efsiu,1.0,0.2793933054393305
4481,ulala,ual,0.6,0.2793410041841004
4485,ulula,ual,0.6,0.2793410041841004
270,alula,ual,0.6,0.2793410041841004
1785,flama,faml,0.8,0.2792887029288703
851,cacuy,uyac,0.8,0.27928870292887026
488,aveza,ezav,0.8,0.2792364016736401
2165,himen,emhin,1.0,0.27913179916317993
787,buces,esbcu,1.0,0.2790794979079498
4589,viada,avdi,0.8,0.27897489539748954
2099,habla,bahl,0.8,0.27897489539748954
4528,vaida,avdi,0.8,0.27897489539748954
132,adiva,avdi,0.8,0.27897489539748954
20,david,avdi,0.8,0.27897489539748954
1416,cusco,ucos,0.8,0.2789225941422594
2224,hulte,elhut,1.0,0.278765690376569
1987,gordo,grod,0.8,0.27855648535564853
2795,miche,ecmhi,1.0,0.27850418410041844
2926,mullo,uoml,0.8,0.27850418410041844
2590,lodon,dnol,0.8,0.27839958158995814
841,cacan,nac,0.6,0.2782949790794979
90,acana,nac,0.6,0.2782949790794979
1412,curul,urcl,0.8,0.27819037656903767
3174,osmio,imos,0.8,0.27792887029288704
2827,misio,osmi,0.8,0.27792887029288704
2828,mismo,osmi,0.8,0.27792887029288704
3141,omiso,msoi,0.8,0.27792887029288704
4031,sismo,ioms,0.8,0.27792887029288704
4017,simio,ioms,0.8,0.27792887029288704
2300,jalma,majl,0.8,0.2778765690376569
2669,majal,amlj,0.8,0.2778765690376569
3223,pajuz,zpjua,1.0,0.27782426778242675
1667,fabla,fabl,0.8,0.27777196652719666
3045,nixte,exint,1.0,0.27777196652719666
4667,yanta,tyan,0.8,0.27751046025104603
4084,stock,sckto,1.0,0.27745815899581594
4010,silex,eslxi,1.0,0.27745815899581594
1941,gavia,gavi,0.8,0.2774581589958159
4600,vigia,gavi,0.8,0.2774581589958159
3945,sayal,yals,0.8,0.2771966527196653
4059,sonto,ntos,0.8,0.27714435146443517
807,bulbo,buol,0.8,0.2769874476987448
650,biche,ebchi,1.0,0.2769874476987447
4158,talla,atl,0.6,0.27693514644351463
3581,puyon,ypuno,1.0,0.27688284518828454
2604,longo,gnol,0.8,0.27688284518828454
1093,chico,hcoi,0.8,0.2768305439330544
1216,cochi,hcoi,0.8,0.2768305439330544
1803,flujo,fljuo,1.0,0.2768305439330544
2846,modem,eomd,0.8,0.27677824267782425
1760,figle,efgli,1.0,0.27672594142259416
4371,tosco,ctos,0.8,0.2765167364016736
1311,costo,tcos,0.8,0.2765167364016736
2676,malva,avml,0.8,0.2765167364016736
